Product,GWInstek,GDM9061,GEW921489,1.12,1.14
FileName,DMM DataLog-DMM DataLog-PIN1.csv_0.csv
Function(1ST),DC Voltage,100/s
Function(2ND),OFF,NONE
LogUnit,Auto
MathFunction,Off
Interval,00:00:00.032
Software,V1.06,20200921,Win 10 64bit 
==========
Index,Time,1ST Value,Unit1,2ND Value,Unit2
359,2023/05/04 00:38:56.5,+03.00333,VDC,--------,---
360,2023/05/04 00:38:56.5,+03.00334,VDC,--------,---
361,2023/05/04 00:38:56.6,+03.00335,VDC,--------,---
362,2023/05/04 00:38:56.6,+03.00336,VDC,--------,---
363,2023/05/04 00:38:56.6,+03.00339,VDC,--------,---
364,2023/05/04 00:38:56.7,+03.00340,VDC,--------,---
365,2023/05/04 00:38:56.7,+03.00341,VDC,--------,---
366,2023/05/04 00:38:56.7,+03.00341,VDC,--------,---
367,2023/05/04 00:38:56.8,+03.00341,VDC,--------,---
368,2023/05/04 00:38:56.8,+03.00344,VDC,--------,---
369,2023/05/04 00:38:56.8,+03.00343,VDC,--------,---
370,2023/05/04 00:38:56.9,+03.00342,VDC,--------,---
371,2023/05/04 00:38:56.9,+03.00341,VDC,--------,---
372,2023/05/04 00:38:56.9,+03.00340,VDC,--------,---
373,2023/05/04 00:38:57.0,+03.00339,VDC,--------,---
374,2023/05/04 00:38:57.0,+03.00339,VDC,--------,---
375,2023/05/04 00:38:57.0,+03.00335,VDC,--------,---
376,2023/05/04 00:38:57.1,+03.00334,VDC,--------,---
377,2023/05/04 00:38:57.1,+03.00333,VDC,--------,---
378,2023/05/04 00:38:57.1,+03.00333,VDC,--------,---
379,2023/05/04 00:38:57.2,+03.00334,VDC,--------,---
380,2023/05/04 00:38:57.2,+03.00332,VDC,--------,---
381,2023/05/04 00:38:57.2,+03.00333,VDC,--------,---
382,2023/05/04 00:38:57.3,+03.00333,VDC,--------,---
383,2023/05/04 00:38:57.3,+03.00334,VDC,--------,---
384,2023/05/04 00:38:57.3,+03.00335,VDC,--------,---
385,2023/05/04 00:38:57.4,+03.00334,VDC,--------,---
386,2023/05/04 00:38:57.4,+03.00335,VDC,--------,---
387,2023/05/04 00:38:57.4,+03.00336,VDC,--------,---
388,2023/05/04 00:38:57.4,+03.00335,VDC,--------,---
389,2023/05/04 00:38:57.5,+03.00335,VDC,--------,---
390,2023/05/04 00:38:57.5,+03.00335,VDC,--------,---
391,2023/05/04 00:38:57.5,+03.00335,VDC,--------,---
392,2023/05/04 00:38:57.6,+03.00334,VDC,--------,---
393,2023/05/04 00:38:57.6,+03.00332,VDC,--------,---
394,2023/05/04 00:38:57.6,+03.00331,VDC,--------,---
395,2023/05/04 00:38:57.7,+03.00332,VDC,--------,---
396,2023/05/04 00:38:57.7,+03.00332,VDC,--------,---
397,2023/05/04 00:38:57.7,+03.00330,VDC,--------,---
398,2023/05/04 00:38:57.8,+03.00331,VDC,--------,---
399,2023/05/04 00:38:57.8,+03.00333,VDC,--------,---
400,2023/05/04 00:38:57.8,+03.00331,VDC,--------,---
401,2023/05/04 00:38:57.9,+03.00331,VDC,--------,---
402,2023/05/04 00:38:57.9,+03.00330,VDC,--------,---
403,2023/05/04 00:38:57.9,+03.00331,VDC,--------,---
404,2023/05/04 00:38:58.0,+03.00333,VDC,--------,---
