Product,GWInstek,GDM9061,GEW921489,1.12,1.14
FileName,DMM DataLog-DMM DataLog-PIN7.csv_0.csv
Function(1ST),DC Voltage,100/s
Function(2ND),OFF,NONE
LogUnit,Auto
MathFunction,Off
Interval,00:00:00.032
Software,V1.06,20200921,Win 10 64bit 
==========
Index,Time,1ST Value,Unit1,2ND Value,Unit2
259,2023/05/04 00:40:50.3,+013.5306,mVDC,--------,---
260,2023/05/04 00:40:50.3,+013.4778,mVDC,--------,---
261,2023/05/04 00:40:50.4,+013.4770,mVDC,--------,---
262,2023/05/04 00:40:50.4,+013.5350,mVDC,--------,---
263,2023/05/04 00:40:50.4,+013.4711,mVDC,--------,---
264,2023/05/04 00:40:50.5,+013.5323,mVDC,--------,---
265,2023/05/04 00:40:50.5,+013.4833,mVDC,--------,---
266,2023/05/04 00:40:50.5,+013.4620,mVDC,--------,---
267,2023/05/04 00:40:50.6,+013.5022,mVDC,--------,---
268,2023/05/04 00:40:50.6,+013.4417,mVDC,--------,---
269,2023/05/04 00:40:50.6,+013.5201,mVDC,--------,---
270,2023/05/04 00:40:50.7,+013.4957,mVDC,--------,---
271,2023/05/04 00:40:50.7,+013.4744,mVDC,--------,---
272,2023/05/04 00:40:50.7,+013.5385,mVDC,--------,---
273,2023/05/04 00:40:50.8,+013.4717,mVDC,--------,---
274,2023/05/04 00:40:50.8,+013.5370,mVDC,--------,---
275,2023/05/04 00:40:50.8,+013.4867,mVDC,--------,---
276,2023/05/04 00:40:50.9,+013.4541,mVDC,--------,---
277,2023/05/04 00:40:50.9,+013.4972,mVDC,--------,---
278,2023/05/04 00:40:50.9,+013.4338,mVDC,--------,---
279,2023/05/04 00:40:51.0,+013.5199,mVDC,--------,---
280,2023/05/04 00:40:51.0,+013.4801,mVDC,--------,---
281,2023/05/04 00:40:51.0,+013.4793,mVDC,--------,---
282,2023/05/04 00:40:51.1,+013.5372,mVDC,--------,---
283,2023/05/04 00:40:51.1,+013.4754,mVDC,--------,---
284,2023/05/04 00:40:51.1,+013.5333,mVDC,--------,---
285,2023/05/04 00:40:51.1,+013.4859,mVDC,--------,---
286,2023/05/04 00:40:51.2,+013.4537,mVDC,--------,---
287,2023/05/04 00:40:51.2,+013.5006,mVDC,--------,---
288,2023/05/04 00:40:51.2,+013.4342,mVDC,--------,---
289,2023/05/04 00:40:51.3,+013.5154,mVDC,--------,---
290,2023/05/04 00:40:51.3,+013.4917,mVDC,--------,---
291,2023/05/04 00:40:51.3,+013.4679,mVDC,--------,---
292,2023/05/04 00:40:51.4,+013.5331,mVDC,--------,---
293,2023/05/04 00:40:51.4,+013.4661,mVDC,--------,---
294,2023/05/04 00:40:51.4,+013.5345,mVDC,--------,---
295,2023/05/04 00:40:51.5,+013.4850,mVDC,--------,---
296,2023/05/04 00:40:51.5,+013.4588,mVDC,--------,---
297,2023/05/04 00:40:51.5,+013.5014,mVDC,--------,---
298,2023/05/04 00:40:51.6,+013.4347,mVDC,--------,---
299,2023/05/04 00:40:51.6,+013.5167,mVDC,--------,---
300,2023/05/04 00:40:51.6,+013.4780,mVDC,--------,---
301,2023/05/04 00:40:51.7,+013.4768,mVDC,--------,---
302,2023/05/04 00:40:51.7,+013.5390,mVDC,--------,---
303,2023/05/04 00:40:51.7,+013.4664,mVDC,--------,---
304,2023/05/04 00:40:51.8,+013.5242,mVDC,--------,---
305,2023/05/04 00:40:51.8,+013.4895,mVDC,--------,---
306,2023/05/04 00:40:51.8,+013.4531,mVDC,--------,---
307,2023/05/04 00:40:51.9,+013.5039,mVDC,--------,---
308,2023/05/04 00:40:51.9,+013.4333,mVDC,--------,---
309,2023/05/04 00:40:51.9,+013.5207,mVDC,--------,---
310,2023/05/04 00:40:51.9,+013.4858,mVDC,--------,---
311,2023/05/04 00:40:52.0,+013.4684,mVDC,--------,---
312,2023/05/04 00:40:52.0,+013.5322,mVDC,--------,---
313,2023/05/04 00:40:52.0,+013.4647,mVDC,--------,---
314,2023/05/04 00:40:52.1,+013.5260,mVDC,--------,---
315,2023/05/04 00:40:52.1,+013.4920,mVDC,--------,---
316,2023/05/04 00:40:52.1,+013.4558,mVDC,--------,---
317,2023/05/04 00:40:52.2,+013.4977,mVDC,--------,---
318,2023/05/04 00:40:52.2,+013.4363,mVDC,--------,---
319,2023/05/04 00:40:52.2,+013.5227,mVDC,--------,---
320,2023/05/04 00:40:52.3,+013.4964,mVDC,--------,---
321,2023/05/04 00:40:52.3,+013.4690,mVDC,--------,---
322,2023/05/04 00:40:52.3,+013.5305,mVDC,--------,---
323,2023/05/04 00:40:52.4,+013.4632,mVDC,--------,---
324,2023/05/04 00:40:52.4,+013.5229,mVDC,--------,---
325,2023/05/04 00:40:52.4,+013.4901,mVDC,--------,---
326,2023/05/04 00:40:52.5,+013.4538,mVDC,--------,---
327,2023/05/04 00:40:52.5,+013.5007,mVDC,--------,---
328,2023/05/04 00:40:52.5,+013.4364,mVDC,--------,---
329,2023/05/04 00:40:52.6,+013.5202,mVDC,--------,---
330,2023/05/04 00:40:52.6,+013.4981,mVDC,--------,---
331,2023/05/04 00:40:52.6,+013.4716,mVDC,--------,---
332,2023/05/04 00:40:52.7,+013.5359,mVDC,--------,---
333,2023/05/04 00:40:52.7,+013.4660,mVDC,--------,---
334,2023/05/04 00:40:52.7,+013.5257,mVDC,--------,---
335,2023/05/04 00:40:52.7,+013.4801,mVDC,--------,---
336,2023/05/04 00:40:52.8,+013.4526,mVDC,--------,---
337,2023/05/04 00:40:52.8,+013.5051,mVDC,--------,---
338,2023/05/04 00:40:52.8,+013.4422,mVDC,--------,---
339,2023/05/04 00:40:52.9,+013.5207,mVDC,--------,---
340,2023/05/04 00:40:52.9,+013.4983,mVDC,--------,---
341,2023/05/04 00:40:52.9,+013.4700,mVDC,--------,---
342,2023/05/04 00:40:53.0,+013.5337,mVDC,--------,---
343,2023/05/04 00:40:53.0,+013.4666,mVDC,--------,---
344,2023/05/04 00:40:53.0,+013.5240,mVDC,--------,---
345,2023/05/04 00:40:53.1,+013.4896,mVDC,--------,---
346,2023/05/04 00:40:53.1,+013.4542,mVDC,--------,---
347,2023/05/04 00:40:53.1,+013.5037,mVDC,--------,---
348,2023/05/04 00:40:53.2,+013.4381,mVDC,--------,---
349,2023/05/04 00:40:53.2,+013.5265,mVDC,--------,---
350,2023/05/04 00:40:53.2,+013.4938,mVDC,--------,---
351,2023/05/04 00:40:53.3,+013.4734,mVDC,--------,---
352,2023/05/04 00:40:53.3,+013.5381,mVDC,--------,---
353,2023/05/04 00:40:53.3,+013.4603,mVDC,--------,---
354,2023/05/04 00:40:53.4,+013.5176,mVDC,--------,---
355,2023/05/04 00:40:53.4,+013.4826,mVDC,--------,---
356,2023/05/04 00:40:53.4,+013.4520,mVDC,--------,---
357,2023/05/04 00:40:53.5,+013.5019,mVDC,--------,---
358,2023/05/04 00:40:53.5,+013.4405,mVDC,--------,---
359,2023/05/04 00:40:53.5,+013.4950,mVDC,--------,---
360,2023/05/04 00:40:53.5,+013.5177,mVDC,--------,---
361,2023/05/04 00:40:53.6,+013.4763,mVDC,--------,---
362,2023/05/04 00:40:53.6,+013.5463,mVDC,--------,---
363,2023/05/04 00:40:53.6,+013.4675,mVDC,--------,---
364,2023/05/04 00:40:53.7,+013.5041,mVDC,--------,---
365,2023/05/04 00:40:53.7,+013.5054,mVDC,--------,---
366,2023/05/04 00:40:53.7,+013.4455,mVDC,--------,---
367,2023/05/04 00:40:53.8,+013.5027,mVDC,--------,---
368,2023/05/04 00:40:53.8,+013.4363,mVDC,--------,---
369,2023/05/04 00:40:53.8,+013.4978,mVDC,--------,---
370,2023/05/04 00:40:53.9,+013.4985,mVDC,--------,---
371,2023/05/04 00:40:53.9,+013.4738,mVDC,--------,---
372,2023/05/04 00:40:53.9,+013.5363,mVDC,--------,---
373,2023/05/04 00:40:54.0,+013.4563,mVDC,--------,---
374,2023/05/04 00:40:54.0,+013.5023,mVDC,--------,---
375,2023/05/04 00:40:54.0,+013.5179,mVDC,--------,---
376,2023/05/04 00:40:54.1,+013.4524,mVDC,--------,---
377,2023/05/04 00:40:54.1,+013.5187,mVDC,--------,---
378,2023/05/04 00:40:54.1,+013.4505,mVDC,--------,---
379,2023/05/04 00:40:54.2,+013.4959,mVDC,--------,---
380,2023/05/04 00:40:54.2,+013.5147,mVDC,--------,---
381,2023/05/04 00:40:54.2,+013.4695,mVDC,--------,---
382,2023/05/04 00:40:54.3,+013.5342,mVDC,--------,---
383,2023/05/04 00:40:54.3,+013.4552,mVDC,--------,---
384,2023/05/04 00:40:54.3,+013.4966,mVDC,--------,---
385,2023/05/04 00:40:54.3,+013.4978,mVDC,--------,---
386,2023/05/04 00:40:54.4,+013.4519,mVDC,--------,---
387,2023/05/04 00:40:54.4,+013.5144,mVDC,--------,---
388,2023/05/04 00:40:54.4,+013.4530,mVDC,--------,---
389,2023/05/04 00:40:54.5,+013.5033,mVDC,--------,---
390,2023/05/04 00:40:54.5,+013.5240,mVDC,--------,---
391,2023/05/04 00:40:54.5,+013.4765,mVDC,--------,---
392,2023/05/04 00:40:54.6,+013.5369,mVDC,--------,---
393,2023/05/04 00:40:54.6,+013.4559,mVDC,--------,---
394,2023/05/04 00:40:54.6,+013.4854,mVDC,--------,---
395,2023/05/04 00:40:54.7,+013.5062,mVDC,--------,---
396,2023/05/04 00:40:54.7,+013.4493,mVDC,--------,---
397,2023/05/04 00:40:54.7,+013.5046,mVDC,--------,---
